Title,Comment,publishedTimeText
FORD FIESTA - Everything You Need to Know | Up to Speed,But the car behind you is a Focus :/,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Yeah but 3 cylinder...,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Glad to hear more from James. Stay well brother ????,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,I love it,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,"Serious question, why shouldn't you say Mk1, Mk2, etc. Is there another meaning to it?
`",4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,I could care less about the fiesta but you guys make this shit to interesting ????,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Good to see James is doing better and back on the show! Glad your back man!,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,All good things have an end.,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Sanitary Towel,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,"i had a 1979 ford fiesta, 1.1 liter petrol.. damn i loved that fuckigns car! everyone in my town knew about that car, metallic light blue with a big racing flag on the hood, and a big 2x12 subwoofer. and i put on badass 17"" alloys on it XD and removed all mufflers so it was abitt loud, put in rubber blocks between the springs so it was so wobbly. haha it was badass!",4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,I'm still disappointed we never got an AWD party car.,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,"I didn't know Gerald makes cameos, does Dillon Francis know about this??",4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Volvo s40 r-design plz,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,The car i drive to this day Ford Fiesta 2010 1.4 TDCI (1.4 HDI Citroen engine) it sips 4.8L of diesel. Fenomenal,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,"I prefere the old ford ka, it was small and nice, these days all the cars are bigggggg",4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,I can't stand this guy ....... gotta love the "don't recommend channel" option.,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,"I thought they were called Festiva in america. I knew a guy in highschool that had one.
I don't actually care enough to type it into google, just don't know what the difference is.",4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,"Okay I¡¯m starting to realize that cars are kinda like the stock market, America never gets the cool shit because we don¡¯t buy the lame models in the beginning so companies are like alright they aren¡¯t buying any so they take it away which is like us selling our shares. Then in other countries where it¡¯s just flying off the shelves and bumping up the value of the other cars so they make all the sporty and crazy models which is like the stock shooting up in value and America just gets to sit there and watch like damn I wish we invested in that",4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Do an Up To Speed on the 3 series!,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,But the car behind you is a focus ????????,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,thats a focus rs behind u,4 years ago
Why is it NOW or NEVER to buy a 2019 Ford Fiesta ST?,No theer are not!  This is just it for people who want to buy new ones!,5 years ago
Why is it NOW or NEVER to buy a 2019 Ford Fiesta ST?,"Yes, rear view camera.",5 years ago
Why is it NOW or NEVER to buy a 2019 Ford Fiesta ST?,The 17 MY doesn't have a rear view camera?,5 years ago
Why is it NOW or NEVER to buy a 2019 Ford Fiesta ST?,"That's correct, only 2018 & 2019 models.",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,I had a wank instead... my nob caught fire and dropped off.,5 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,you're kidding right? XD,6 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,Salvador Deli STFU. The new Myvi looks much better and RELIABLE,6 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,Don't tell me about stupid VW products... Year 2018 and interesting to know that still there are too many idiots in the world who think VW products are the best...:))),6 years ago (edited)
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,Look at the new polo and shut your damn mouth:),6 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,The idiots that I told you; as you see they still go on to write...:))),6 years ago (edited)
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,"Call me idiot how many times you want, the sad part for you is: FACTS ARE FACTS. Call me idiot, but the facts are real, thats the truth hahaha, always VW > Ford. Facts kid, numbers ;)",6 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,"Reviews? Fuck your reviews, look at the real facts idiot. VW won many times Car of the year, VW has the best selling numbers in Europe, who the fuck buys Ford? Poor people, cause they can't afford VW hahahaha",6 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,"Toyota is more reliable than VW and Ford, but lacks of comfort and good driving experience. Still better than a Ford lol. VW > Toyota > Ford",6 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,"Adi Adr I've seen you before on carwow's videos and it's hilarious how much imaginary facts you spew out just to prove an incorrect point.  

Renault sold 3.4mil cars in 2016 while Ford sold 6.4: https://en.wikipedia.org/wiki/List_of_manufacturers_by_motor_vehicle_production#2016
Renault sold 3.7mil cars in 2017: https://group.renault.com/en/news/blog-renault/groupe-renault-global-sales-results-2017/ 
I don't have numbers for Ford in 2017 but if you're trying to suggest that Ford lost half their sales in 2017 compared to 2016, you're delusional.  

Get a grip dude. VAG is the largest automotive conglomerate in the world, is it supposed to be surprising they're on the top spots in number of vehicles sold when they own 8 brands while Ford and Renault are each one brand?  
You wanna talk about something impressive? Take a look at Toyota's numbers.",6 years ago (edited)
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,"Please don't try to tell something to this VW fanboy... Cause he thinks that; if smthng sells too much that means it is the best...:)) First he needs to search in net about the histories of Ford & VW. And maybe than he will understand why Ford is more important than VW for automotive  industry.... I'm sure he just know; fiesta, focus and mondeo models.... He don't have any idea about the Ford models that changed the history of automotive industry in past....",6 years ago (edited)
FORD FIESTA - Everything You Need to Know | Up to Speed,"Sad US will never see that 3 cylinder ST ??
Glad I bought my 2019 Fiesta ST cuz it's a blast. Smaller than the typical cars I drive but a ton of fun.",4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,my first car was a Ford "new" Fiesta Titanium 2014 and I miss it every fucking day. I am carless now. #pain,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,"Love this sht, while everyone else does a corny version of Top Gear you guys keep it original and Simpsons/Married with Children funny.",4 years ago (edited)
FORD FIESTA - Everything You Need to Know | Up to Speed,Bought my Fiesta ST new in 2018 :) its a dream,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,"F ound
O n
R oad
D ead",4 years ago (edited)
FORD FIESTA - Everything You Need to Know | Up to Speed,I own an ST. Every drive is like a day at the gokart track. On top of that theres like 3 of them in my street.,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,I¡äm from valencia and I loved this video.,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,You see a fiesta every minute over here,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Make episode about Seat Leon,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Fiesta RS TURBO.  I need that car so badly,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,"You forgot some info
The uk had the fiesta and it was called the Orion and it is popular and it ¡®80s fiesta St was xr3 and they cut the Orion name in 1991 for all uk Fiestas
One more thing you don¡¯t get a British accent in the uk at all it¡¯s more rare than the M1",4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,"The ST150 or Mk6, had 150bhp as he said but they were super capable of taking around 200bhp/230bhp. Theres a few N/a ones in the 300s and a few charged ones in 5-700 bracket. Some people also did full cosworth drivetrain swaps. They handled great, predictable fun cars to drive. Economical too with like 40mpg in mine. Low end torque was great. Interior quality was a little bit questionable. And the image of having one isn't the greatest but with current times you can now pick up an okay one for 500 pounds. Worth a buy anyday.? Theres tonnes of people who offer tuning upgrades like mountune, pumaspeed etc etc. 
Then there the mk7 st180 which was the 1.6 turbo. and then then 3 cylinder and so on and so on which is the st200 I think.",4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,James lookin' like Ethan From H3H3,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,My Dad had the original mk1 fiesta and stage 2 tuned it.... Hit somewhere around 100bhp and bounced the speedo off the limiter (got clocked doing 120mph in it). With no anti-lock... And stock brakes... Yeah madness.,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,How about an episode on the Toyota Tundra,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Waiting for the recession to hit so people will start to flock to cars again. SUV¡¯s and trucks may get better mileage now but so do cars.,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,"HOLY SHIT MY FAVOURITE SHOW MENTIONED MY DAD'S CAR, THE FIAT 127 ??",4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Fun fact: Impreza in Polish means the same as Fiesta in Spanish,4 years ago (edited)
FORD FIESTA - Everything You Need to Know | Up to Speed,Next please make Honda Fit,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,When will we get up to speed on the T100- Tundra?,4 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,I am  Extremely  happy,4 years ago
Why is it NOW or NEVER to buy a 2019 Ford Fiesta ST?,Thank you Jason for sharing your input and perspective!  I really appreciate it!,5 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Hahahahahahahahahahahahhaahahaahahhaahahahahahwhahah,3 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,So what does it mean,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,?@Joopyter724? party,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,?@chrib1r.615? thanks,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,that is a fun fact!,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,So it means 'sausage party'?,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,?@MrDmitriRavenoff? Kielbasa Impreza? [I do not speak Polish],4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,?@notstarboard? yea sausage party does translate to that,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Welcome my Polish dudebros,3 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,I love the subafu fiesta and the ford impreza,3 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Hmmm Subaru may be up to something lol,3 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,"Adi Adr aww did you get mad again? resorting to silly hate speech automatically makes me right, well played.  
Ps, because of your nationalistic insults I've reported your posts. Salvador Deli, I see he called you based on nationality as well so I suggest you report him as well. Maybe Adi Adr gets a ban for being a shit human being in general.",6 years ago
